SEMANTIC_TRANSFORMATION_RULE_ID,TRANSFORMATION_URL,TYPE_OF_TRANSFORMATION,MAINTENANCE_AGENCY_ID,NAME,CODE,DESCRIPTION,ALGORITHM,VALID_FROM,VALID_TO
F_25.02.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_25.02.b_REF.md,G,ECB,F_25.02.b generation rule,F_25.02.b_TR,This generation rule aims to obtain template F_25.02.b from its basic building blocks,,2024-02-28,9999-12-31
F_25.02.c_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_25.02.c_REF.md,G,ECB,F_25.02.c generation rule,F_25.02.c_TR,This generation rule aims to obtain template F_25.02.c from its basic building blocks,,2024-02-28,9999-12-31
F_25.03.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_25.03.a_REF.md,G,ECB,F_25.03.a generation rule,F_25.03.a_TR,This generation rule aims to obtain template F_25.03.a from its basic building blocks,,2024-02-28,9999-12-31
F_25.03.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_25.03.b_REF.md,G,ECB,F_25.03.b generation rule,F_25.03.b_TR,This generation rule aims to obtain template F_25.03.b from its basic building blocks,,2024-02-28,9999-12-31
CLLTRL_VL_UNCPPD_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/CLLTRL_VL_UNCPPD/infosheet.md,D,ECB,Allocated collateral value uncapped pre haircuts derivation rule,CLLTRL_VL_UNCPPD_TR,This derivation rule aims to obtain the Allocated collateral value uncapped pre haircuts from its building blocks.,SET CLLTRL_VL_UNCPPD = PRTCTN_ALLCTD_VL + ALLCTD_UNSD_CLLTRL_VL,2024-02-28,9999-12-31
CMMRCL_RL_ESTT_LN_INDCTR_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/CMMRCL_RL_ESTT_LN_INDCTR/infosheet.md,D,ECB,Commercial real estate loan indicator derivation rule,CMMRCL_RL_ESTT_LN_INDCTR_TR,This derivation rule aims to obtain the Commercial real estate loan indicator from its building blocks.,"SET CMMRCL_RL_ESTT_LN_INDCTR = 
  CASE
    WHEN CLLTRL_TYP = 10 OR PRPS = 13
    THEN 1
    ELSE 2
  END;",2024-02-28,9999-12-31
CRRNT_LTV_RT_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/CRRNT_LTV_RT/infosheet.md,D,ECB,Current loan-to-value ratio derivation rule,CRRNT_LTV_RT_TR,This derivation rule aims to obtain the Current loan-to-value ratio from its building blocks.,SET CRRNT_LTV_RT = NMNL_AMNT / MRKT_VL,2024-02-28,9999-12-31
DFLT_STTS_DRVD_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/DFLT_STTS_DRVD/infosheet.md,D,ECB,Derived default status derivation rule,DFLT_STTS_DRVD_TR,This derivation rule aims to obtain the Derived default status from its building blocks.,"SET DFLT_STTS_DRVD = 
  CASE
    WHEN /*INSTRMNT.*/DFLT_STTS IN (18, 19, 20)
    OR /*PRTY.*/DFLT_STTS IN (18, 19, 20)
    THEN 6
    ELSE 14
  END;",2024-02-28,9999-12-31
GRSS_CRRYNG_AMNT_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/GRSS_CRRYNG_AMNT/infosheet.md,D,ECB,Gross carrying amount derivation rule,GRSS_CRRYNG_AMNT_TR,This derivation rule aims to obtain the Gross carrying amount from its building blocks.,"SET GRSS_CRRYNG_AMNT = 
    CASE
        WHEN ACCNTNG_CLSSFCTN IN (4, 41, 47, 7)
            THEN
                CASE
                    WHEN PRFRMNG_STTS = 11 THEN FV
                    WHEN PRFRMNG_STTS = 1 THEN FV + ACCMLTD_CHNGS_FV_CR
                END

        WHEN ACCNTNG_CLSSFCTN IN (6, 8, 9)
            THEN CRRYNG_AMNT + ACCMLTD_IMPRMNT

        WHEN ACCNTNG_CLSSFCTN = 77
            THEN
                CASE
                    WHEN IMPRMNT_STTS = 26 THEN CRRYNG_AMNT + ACCMLTD_IMPRMNT 
                    WHEN IMPRMNT_STTS = 211 THEN CRRYNG_AMNT + GNRL_ALLWNCS_CRDT_RSK
                    WHEN IMPRMNT_STTS = 212 THEN CRRYNG_AMNT + GNRL_ALLWNCS_BNK_RSK
                END

        WHEN ACCNTNG_CLSSFCTN = 9 
            THEN
                CASE
                    WHEN SBJCT_IMPRMNT_INDCTR = 1 
                        THEN
                            CASE
                                WHEN IMPRMNT_STTS = 26 THEN CRRYNG_AMNT + ACCMLTD_IMPRMNT 
                                WHEN IMPRMNT_STTS = 211 THEN CRRYNG_AMNT + GNRL_ALLWNCS_CRDT_RSK
                                WHEN IMPRMNT_STTS = 212 THEN CRRYNG_AMNT + GNRL_ALLWNCS_BNK_RSK
                            END

                    WHEN SBJCT_IMPRMNT_INDCTR = 2
                        THEN
                            CASE
                                WHEN PRFRMNG_STTS = 11 THEN FV
                                WHEN PRFRMNG_STTS = 1 THEN FV + ACCMLTD_CHNGS_FV_CR
                            END
                END

        WHEN ACCNTNG_CLSSFCTN IN (76, 73)
            THEN CRRYNG_AMNT

        WHEN ACCNTNG_CLSSFCTN = 74 
            THEN CRRYNG_AMNT + ACCMLTD_IMPRMNT

        WHEN ACCNTNG_CLSSFCTN IN (2, 3)
            THEN FV
    END;",2024-02-28,9999-12-31
F_26.00.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_26.00.a_REF.md,G,ECB,F_26.00.a generation rule,F_26.00.a_TR,This generation rule aims to obtain template F_26.00.a from its basic building blocks,,2024-02-28,9999-12-31
F_26.00.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_26.00.b_REF.md,G,ECB,F_26.00.b generation rule,F_26.00.b_TR,This generation rule aims to obtain template F_26.00.b from its basic building blocks,,2024-02-28,9999-12-31
F_31.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_31.01_REF.md,G,ECB,F_31.01 generation rule,F_31.01_TR,This generation rule aims to obtain template F_31.01 from its basic building blocks,,2024-02-28,9999-12-31
F_40.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_40.01_REF.md,G,ECB,F_40.01 generation rule,F_40.01_TR,This generation rule aims to obtain template F_40.01 from its basic building blocks,,2024-02-28,9999-12-31
F_40.02_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_40.02_REF.md,G,ECB,F_40.02 generation rule,F_40.02_TR,This generation rule aims to obtain template F_40.02 from its basic building blocks,,2024-02-28,9999-12-31
F_41.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_41.01_REF.md,G,ECB,F_41.01 generation rule,F_41.01_TR,This generation rule aims to obtain template F_41.01 from its basic building blocks,,2024-02-28,9999-12-31
F_41.02_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_41.02_REF.md,G,ECB,F_41.02 generation rule,F_41.02_TR,This generation rule aims to obtain template F_41.02 from its basic building blocks,,2024-02-28,9999-12-31
F_42.00_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_42.00_REF.md,G,ECB,F_42.00 generation rule,F_42.00_TR,This generation rule aims to obtain template F_42.00 from its basic building blocks,,2024-02-28,9999-12-31
F_32.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_32.01_REF.md,G,ECB,F_32.01 generation rule,F_32.01_TR,This generation rule aims to obtain template F_32.01 from its basic building blocks,,2025-04-30,9999-12-31
F_32.02.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_32.02.a_REF.md,G,ECB,F_32.02.a generation rule,F_32.02.a_TR,This generation rule aims to obtain template F_32.02.a from its basic building blocks,,2025-04-30,9999-12-31
F_32.02.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_32.02.b_REF.md,G,ECB,F_32.02.b generation rule,F_32.02.b_TR,This generation rule aims to obtain template F_32.02.b from its basic building blocks,,2025-04-30,9999-12-31
F_32.03.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_32.03.a_REF.md,G,ECB,F_32.03.a generation rule,F_32.03.a_TR,This generation rule aims to obtain template F_32.03.a from its basic building blocks,,2025-04-30,9999-12-31
F_32.03.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_32.03.b_REF.md,G,ECB,F_32.03.b generation rule,F_32.03.b_TR,This generation rule aims to obtain template F_32.03.b from its basic building blocks,,2025-04-30,9999-12-31
F_32.04.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_32.04.a_REF.md,G,ECB,F_32.04.a generation rule,F_32.04.a_TR,This generation rule aims to obtain template F_32.04.a from its basic building blocks,,2025-04-30,9999-12-31
F_32.04.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_32.04.b_REF.md,G,ECB,F_32.04.b generation rule,F_32.04.b_TR,This generation rule aims to obtain template F_32.04.b from its basic building blocks,,2025-04-30,9999-12-31
F_33.00.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_33.00.a_REF.md,G,ECB,F_33.00.a generation rule,F_33.00.a_TR,This generation rule aims to obtain template F_33.00.a from its basic building blocks,,2025-04-30,9999-12-31
F_33.00.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_33.00.b_REF.md,G,ECB,F_33.00.b generation rule,F_33.00.b_TR,This generation rule aims to obtain template F_33.00.b from its basic building blocks,,2025-04-30,9999-12-31
PRFRMNG_STTS_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/PRFRMNG_STTS/infosheet.md,D,ECB,Performing status derivation rule,PRFRMNG_STTS_TR,This derivation rule aims to obtain the Performing status from its building blocks.,"SET PRFRMNG_STTS = 
  CASE
    WHEN PRFRMNG_STTS = 1 
    OR FNNCL_ASST_INSTRMNT_TYP_CRR_123 = 28
    THEN 1
    ELSE 11
  END;",2024-02-28,9999-12-31
SHRT_PSTN_ACCNTNG_CLSSFCTN_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/SHRT_PSTN_ACCNTNG_CLSSFCTN/infosheet.md,D,ECB,Accounting classification for short positions derivation rule,SHRT_PSTN_ACCNTNG_CLSSFCTN_TR,This derivation rule aims to obtain the Accounting classification for short positions from its building blocks.,"SET SHRT_PSTN_ACCNTNG_CLSSFCTN = 
  CASE
    WHEN SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP = 4
    THEN 3
    WHEN SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP = 3
    THEN 2
    ELSE 'N/A'
  END;",2024-02-28,9999-12-31
TM_PST_DU_BND_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/TM_PST_DU_BND/infosheet.md,D,ECB,Time past due band derivation rule,TM_PST_DU_BND_TR,This derivation rule aims to obtain the Time past due band from its building blocks.,"SET TM_PST_DU = DT_PST_D - DT_RFRNC,
    TM_PST_DU_BND =
        CASE
            WHEN TM_PST_DU / 365 <= 0 THEN 0 
            WHEN TM_PST_DU / 365 > 0 AND TM_PST_DU / 365 <= 1/12 THEN 75
            WHEN TM_PST_DU / 365 > 1/12 AND TM_PST_DU / 365 <= 3/12 THEN 9
            WHEN TM_PST_DU / 365 > 3/12 AND TM_PST_DU / 365 <= 6/12 THEN 12
            WHEN TM_PST_DU / 365 > 6/12 AND TM_PST_DU / 365 <= 1 THEN 16
            WHEN TM_PST_DU / 365 > 1 AND TM_PST_DU / 365 <= 2 THEN 21
            WHEN TM_PST_DU / 365 > 2 AND TM_PST_DU / 365 <= 5 THEN 29
            WHEN TM_PST_DU / 365 > 5 AND TM_PST_DU / 365 <= 7 THEN 84
            WHEN TM_PST_DU / 365 > 7 THEN 85
        END;",2024-02-28,9999-12-31
TM_SNC_INTL_RCGNTN_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/TM_SNC_INTL_RCGNTN/infosheet.md,D,ECB,Time elapsed since initial recognition derivation rule,TM_SNC_INTL_RCGNTN_TR,This derivation rule aims to obtain the Time elapsed since initial recognition from its building blocks.,"SET TM_SNC_RCGNTN = DT_RFRNC - TKN_PSSSSN_DT,
    TM_SNC_INTL_RCGNTN = 
        CASE
            WHEN TM_SNC_RCGNTN / 365 > 0 AND TM_SNC_RCGNTN / 365 <= 1 THEN 20
            WHEN TM_SNC_RCGNTN / 365 > 1 AND TM_SNC_RCGNTN / 365 <= 2 THEN 27
            WHEN TM_SNC_RCGNTN / 365 > 2 AND TM_SNC_RCGNTN / 365 <= 5 THEN 29
            WHEN TM_SNC_RCGNTN / 365 > 5 THEN 37
        END;",2024-02-28,9999-12-31
TRNSFR_IMPRMNT_STGS_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20derivation%20rules/TRNSFR_IMPRMNT_STGS/infosheet.md,D,ECB,Transfer between impairment stages derivation rule,TRNSFR_IMPRMNT_STGS_TR,This derivation rule aims to obtain the Transfer between impairment stages from its building blocks.,"SET TRNSFR_IMPRMNT_STGS =
    CASE
        WHEN INTL_IMPRMNT_STTS = 23
            THEN
                CASE
                    WHEN IMPRMNT_STTS = 24 THEN 3
                    WHEN IMPRMNT_STTS = 25 THEN 5
                END

        WHEN INTL_IMPRMNT_STTS = 24
            THEN
                CASE
                    WHEN IMPRMNT_STTS = 23 THEN 1
                    WHEN IMPRMNT_STTS = 25 THEN 6
                END

        WHEN INTL_IMPRMNT_STTS = 25
            THEN
                CASE
                    WHEN IMPRMNT_STTS = 23 THEN 2
                    WHEN IMPRMNT_STTS = 24 THEN 4
                END
    END;",2024-02-28,9999-12-31
F_01.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_01.01_REF.md,G,ECB,F_01.01 generation rule,F_01.01_TR,This generation rule aims to obtain template F_01.01 from its basic building blocks,,2024-02-28,9999-12-31
F_34.00.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_34.00.a_REF.md,G,ECB,F_34.00.a generation rule,F_34.00.a_TR,This generation rule aims to obtain template F_34.00.a from its basic building blocks,,2025-04-30,9999-12-31
F_34.00.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_34.00.b_REF.md,G,ECB,F_34.00.b generation rule,F_34.00.b_TR,This generation rule aims to obtain template F_34.00.b from its basic building blocks,,2025-04-30,9999-12-31
F_34.00.c_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_34.00.c_REF.md,G,ECB,F_34.00.c generation rule,F_34.00.c_TR,This generation rule aims to obtain template F_34.00.c from its basic building blocks,,2025-04-30,9999-12-31
F_35.00.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_35.00.a_REF.md,G,ECB,F_35.00.a generation rule,F_35.00.a_TR,This generation rule aims to obtain template F_35.00.a from its basic building blocks,,2025-04-30,9999-12-31
F_35.00.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_35.00.b_REF.md,G,ECB,F_35.00.b generation rule,F_35.00.b_TR,This generation rule aims to obtain template F_35.00.b from its basic building blocks,,2025-04-30,9999-12-31
F_35.00.c_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_35.00.c_REF.md,G,ECB,F_35.00.c generation rule,F_35.00.c_TR,This generation rule aims to obtain template F_35.00.c from its basic building blocks,,2025-04-30,9999-12-31
F_35.00.d_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_35.00.d_REF.md,G,ECB,F_35.00.d generation rule,F_35.00.d_TR,This generation rule aims to obtain template F_35.00.d from its basic building blocks,,2025-04-30,9999-12-31
F_36.01.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_36.01.a_REF.md,G,ECB,F_36.01.a generation rule,F_36.01.a_TR,This generation rule aims to obtain template F_36.01.a from its basic building blocks,,2025-04-30,9999-12-31
F_36.01.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_36.01.b_REF.md,G,ECB,F_36.01.b generation rule,F_36.01.b_TR,This generation rule aims to obtain template F_36.01.b from its basic building blocks,,2025-04-30,9999-12-31
F_36.01.c_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_36.01.c_REF.md,G,ECB,F_36.01.c generation rule,F_36.01.c_TR,This generation rule aims to obtain template F_36.01.c from its basic building blocks,,2025-04-30,9999-12-31
F_36.02.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_36.02.a_REF.md,G,ECB,F_36.02.a generation rule,F_36.02.a_TR,This generation rule aims to obtain template F_36.02.a from its basic building blocks,,2025-04-30,9999-12-31
F_36.02.b_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_36.02.b_REF.md,G,ECB,F_36.02.b generation rule,F_36.02.b_TR,This generation rule aims to obtain template F_36.02.b from its basic building blocks,,2025-04-30,9999-12-31
F_36.02.c_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AE%20Subgroup/Generation%20rules%20-%20Final/Template%20F_36.02.c_REF.md,G,ECB,F_36.02.c generation rule,F_36.02.c_TR,This generation rule aims to obtain template F_36.02.c from its basic building blocks,,2025-04-30,9999-12-31
WUDEN__BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_EIL_1__01_01_1990,,G,ECB,WUDEN__BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_EIL_1__01_01_1990 wuden,WUDEN__BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_EIL_1__01_01_1990,,,1990-01-01,9999-12-31
WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_PRTCN_ARRNGMNT_ASSGNMNT_EIL_1__01_01_1990,,G,ECB,WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_PRTCN_ARRNGMNT_ASSGNMNT_EIL_1__01_01_1990 wuden,WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_PRTCN_ARRNGMNT_ASSGNMNT_EIL_1__01_01_1990,,,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_EIL_1__01_01_1990,,G,ECB,WUDEN__BIRD_INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_EIL_1__01_01_1990 wuden,WUDEN__BIRD_INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_EIL_1__01_01_1990,,,1990-01-01,9999-12-31
WUDEN__BIRD_KB_PR_BCKT_EIL_1__01_01_1990,,G,ECB,WUDEN__BIRD_KB_PR_BCKT_EIL_1__01_01_1990 wuden,WUDEN__BIRD_KB_PR_BCKT_EIL_1__01_01_1990,,,1990-01-01,9999-12-31
WUDEN__BIRD_MSTR_AGRMNT_ENTTY_RL_ASSGNMNT_EIL_1__01_01_1990,,G,ECB,WUDEN__BIRD_MSTR_AGRMNT_ENTTY_RL_ASSGNMNT_EIL_1__01_01_1990 wuden,WUDEN__BIRD_MSTR_AGRMNT_ENTTY_RL_ASSGNMNT_EIL_1__01_01_1990,,,1990-01-01,9999-12-31
F_01.02_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_01.02_REF.md,G,ECB,F_01.02 generation rule,F_01.02_TR,This generation rule aims to obtain template F_01.02 from its basic building blocks,,2024-02-28,9999-12-31
F_04.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.01_REF.md,G,ECB,F_04.01 generation rule,F_04.01_TR,This generation rule aims to obtain template F_04.01 from its basic building blocks,,2024-02-28,9999-12-31
F_04.02.1_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.02.1_REF.md,G,ECB,F_04.02.1 generation rule,F_04.02.1_TR,This generation rule aims to obtain template F_04.02.1 from its basic building blocks,,2024-02-28,9999-12-31
F_04.02.2_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.02.2_REF.md,G,ECB,F_04.02.2 generation rule,F_04.02.2_TR,This generation rule aims to obtain template F_04.02.2 from its basic building blocks,,2024-02-28,9999-12-31
F_04.03.1_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.03.1_REF.md,G,ECB,F_04.03.1 generation rule,F_04.03.1_TR,This generation rule aims to obtain template F_04.03.1 from its basic building blocks,,2024-02-28,9999-12-31
F_04.04.1_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.04.1_REF.md,G,ECB,F_04.04.1 generation rule,F_04.04.1_TR,This generation rule aims to obtain template F_04.04.1 from its basic building blocks,,2024-02-28,9999-12-31
F_04.05_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.05_REF.md,G,ECB,F_04.05 generation rule,F_04.05_TR,This generation rule aims to obtain template F_04.05 from its basic building blocks,,2024-02-28,9999-12-31
F_04.06_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.06_REF.md,G,ECB,F_04.06 generation rule,F_04.06_TR,This generation rule aims to obtain template F_04.06 from its basic building blocks,,2024-02-28,9999-12-31
F_04.07_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.07_REF.md,G,ECB,F_04.07 generation rule,F_04.07_TR,This generation rule aims to obtain template F_04.07 from its basic building blocks,,2024-02-28,9999-12-31
F_04.08_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.08_REF.md,G,ECB,F_04.08 generation rule,F_04.08_TR,This generation rule aims to obtain template F_04.08 from its basic building blocks,,2024-02-28,9999-12-31
F_04.09_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.09_REF.md,G,ECB,F_04.09 generation rule,F_04.09_TR,This generation rule aims to obtain template F_04.09 from its basic building blocks,,2024-02-28,9999-12-31
F_04.10_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_04.10_REF.md,G,ECB,F_04.10 generation rule,F_04.10_TR,This generation rule aims to obtain template F_04.10 from its basic building blocks,,2024-02-28,9999-12-31
F_05.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_05.01_REF.md,G,ECB,F_05.01Â Â generation rule,F_05.01_TR,This generation rule aims to obtain template F_05.01 from its basic building blocks.,,2024-02-28,9999-12-31
F_06.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_06.01_REF.md,G,ECB,F_06.01 generation rule,F_06.01_TR,This generation rule aims to obtain template F_06.01 from its basic building blocks,,2024-02-28,9999-12-31
F_07.01_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_07.01_REF.md,G,ECB,F_07.01 generation rule,F_07.01_TR,This generation rule aims to obtain template F_07.01 from its basic building blocks,,2024-02-28,9999-12-31
F_07.02_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_07.02_REF.md,G,ECB,F_07.02 generation rule,F_07.02_TR,This generation rule aims to obtain template F_07.02 from its basic building blocks,,2024-02-28,9999-12-31
F_08.01.a_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/FinRep%20subgroup/final%20generation%20rules/Template%20F_08.01.a_REF.md,G,ECB,F_08.01.a generation rule,F_08.01.a_TR,This generation rule aims to obtain template F_08.01.a from its basic building blocks,,2024-02-28,9999-12-31
WUDEN__BIRD_TRNCH_TRDTNL_SCRTSTN_EIL_1__01_01_1990,,G,ECB,WUDEN__BIRD_TRNCH_TRDTNL_SCRTSTN_EIL_1__01_01_1990 wuden,WUDEN__BIRD_TRNCH_TRDTNL_SCRTSTN_EIL_1__01_01_1990,,,1990-01-01,9999-12-31
